id,tweets,created_at
1236055064835432451,Sometimes staying in the middle is the beat place to be! #yes #no #maybe #beauty #likeforlikes #music #lifestyle #fitness #motivation #likes #faith #l #amazing #god #party  #goodvibes #instamood #love #likeforlike #inspiration #motivation #sun #kindness #good  #bestoftheday https://t.co/OTytoiTKDU,Fri Mar 06 22:24:26 +0000 2020
1236055080614453248,"40 seconds of Amazing blues harmonica ""the seeker"" https://t.co/rFkjnOpW3D #art #poetry #music #blues #youtube #Amazing #musicontwitter #live #recordinglabel #soundcloud #harmonica #bluesmusic #livemusic #freemusic #unplugged #livesessions #musicfestival #bluesmusician 1",Fri Mar 06 22:24:30 +0000 2020
1236055262202458112,"RT @PDChina: Check out how intelligent robots sort, weigh and scan packages in China! #Amazing https://t.co/L8v955K0o7",Fri Mar 06 22:25:13 +0000 2020
1236055467417354245,"Do guys get a fucking tattoo?  
https://t.co/dUZT12TCAc
 #earthquake #amazing https://t.co/EBH3b72K4x",Fri Mar 06 22:26:02 +0000 2020
1236055512950677505,RT @S__P__A__C__E__: Whoa! The always #amazing @ehmno22 is back &amp; ready to rock!😃 Go check her out #live right now on #Twitch. Welcome back…,Fri Mar 06 22:26:13 +0000 2020
1236055695125962752,Excitement is Good; Anxiety not so much... https://t.co/jryE792VdC #servetolead #fear #excitement #courage,Fri Mar 06 22:26:57 +0000 2020
1236055754001399808,Elemental Goddess https://t.co/QTcrf2zbEb beautiful goddess is right #Amazing #shop #shopping #shoppingonline #OnlineMarketing #ON1stWin #onlinebusiness #onlineboutique #necklace #fashionista #FashionFriday #DealoftheDay #buy,Fri Mar 06 22:27:11 +0000 2020
1236055962185650176,In case you missed it! We are giving money back for maintenance fees paid this year to all new clients! Hurry to get this offer while it lasts! #timeshare #canceltimeshare #exittimeshare #moneyback #excited #couple https://t.co/6yFUBymTvo,Fri Mar 06 22:28:00 +0000 2020
1236056076774187008,"When the monkeys started fighting again
#meme #memes #hilarious #repost #explorepage #explore #follow #followers #funny #worldstar #world #funnymemes #funnyposts #funnyvideos #imvu #bestmemes #amazing #epic #cool… https://t.co/nxp4q18S3V",Fri Mar 06 22:28:28 +0000 2020
1236056491880140800,RT @dhiggins63: This is what passes for liberal intelligence.. #Amazing https://t.co/bkMaRmK0xd,Fri Mar 06 22:30:07 +0000 2020
1236056583878176769,RT @geniuswithinCIC: That's it! Nominations have been judged &amp; we can officially reveal some of the #amazing people we have been introduced…,Fri Mar 06 22:30:29 +0000 2020
1236056803127025665,Well after a great week @Columba1400 with @MrMcP_PE @PalsBattalion and @Art4Castlebrae we had to return home ☹️ We all formed a great bond and would love to go back again #amazing #Isleofskye,Fri Mar 06 22:31:21 +0000 2020
1236057056638976001,Some of my #amazing lady coworkers that help bring fresh #greenhousegrown produce to the market!!!! #WindsetFarms,Fri Mar 06 22:32:21 +0000 2020
1236057276571619328,"No filter needed 
 #amazing https://t.co/6tsRvfztJU",Fri Mar 06 22:33:14 +0000 2020
1236057303599722501,#AMAZING #LIVE #TOTALS BY #COUNTRY #Coronavirus COVID-19 (2019-nCoV) #HIGHLY #USEFUL / ⁦@TheEconomist⁩ ⁦@nytimes⁩ ⁦@washingtonpost⁩ ⁦@Excelsior⁩ ⁦@USATODAY⁩ ⁦@Hillsong⁩ ⁦@jesusculture⁩ ⁦⁦@Claudiashein⁩ @FT https://t.co/JkCSR9mFgC,Fri Mar 06 22:33:20 +0000 2020
1236057363641257984,"46 seconds of Amazing blues harmonica ""the seeker"" https://t.co/rFkjnOpW3D #art #poetry #music #blues #youtube #Amazing #musicontwitter #live #recordinglabel #soundcloud #harmonica #bluesmusic #livemusic #freemusic #unplugged #livesessions #musicfestival #bluesmusician 1",Fri Mar 06 22:33:34 +0000 2020
1236057732689600513,"Art for the Eyes! https://t.co/cLHkMqRb2J  #photography #photograph #artistry #decor #decorate #design #amazing #artlover #picoftheday #naturelovers #artlovers #landscapelovers #nature #followers #fineartamerica #artworks #art
#beach #florida #oceanlovers https://t.co/q4quXfwzGC",Fri Mar 06 22:35:02 +0000 2020
1236057915032604672,"#AuthorUproar 
#inspiration 
#innerhealing
#WritingCommunity:
#writers
 #amazing  
#amreading 
#poetry
#JESUSPrayer 
#BookBoost 
#mustread  
#spiritualawakening
#healing 
 https://t.co/SUjCKwTlcZ

https://t.co/VAZ1sUEVWY
Poetry with Power https://t.co/SErcUxzUd0",Fri Mar 06 22:35:46 +0000 2020
1236057928576258048,"Another day another adventure ✈️
 #amazing https://t.co/X6LY7tzPKq",Fri Mar 06 22:35:49 +0000 2020
1236058054602264577,Tomorrow I will be reunited with both of my beautiful children!! CANT WAIT BEEN TOO LONG!! #happydaddy #excited #funday #kids #breakfast #lunch #dinner #movienight #loved,Fri Mar 06 22:36:19 +0000 2020
1236058117126926339,I can hear Kuroo's laugh in the background😆❤,Fri Mar 06 22:36:34 +0000 2020
1236058172973912066,"SWING Table-Shelf by germansmartliving
.
👉Follow @rend_tech for more..
🙂Tag a friend who would like this!

#trend #invention #innovation #technology #gadgets #design #amazing #tech #engineering #science #gadget… https://t.co/6t96eKVJT0",Fri Mar 06 22:36:47 +0000 2020
1236058381258870784,"More illegal payments by lawmaker Anri Kawai campaign suspected.
abc abe afp ap bbc cnn corona covid-19 expect fnn fox ft greta guess IOC jnn nbc news nhk nnn ntv nyt post real result Reuters rt see sun tbs time timing trump truth virus deja vu watch WHO wp 😂 😭 🤣 🤧 😝 😆 🤦‍♀️",Fri Mar 06 22:37:37 +0000 2020
1236058401358123009,"Yes ma'am! I appreciate the welcome! Can't wait to step foot in the KINGDOM, meet everyone,  and get to work! Go Mustangs!  #excited #BlessedAndGrateful",Fri Mar 06 22:37:42 +0000 2020
1236058811087142918,"#NowPlaying🎧🎵""Love Song"" by NCT 127🎵 I'm almost done. I like this song. 😁👍 
#NCT127 #LoveSong🎵 #Song #NeoZone (2020) #Album
Hello, #AMAZING #VOCALS!!! 💗🙏🥺  
🎵I can't stop this feelingggg...🎵
@NCTsmtown_127
#listige
#Spotify #Music🎶🔗👇
https://t.co/MZmqOOIURf",Fri Mar 06 22:39:20 +0000 2020
1236058965814976518,"That got well rowdy 😯😬
Brilliant gig, even if the hideous green trousers did make a comeback! And he sang I've changed my plea 😭 https://t.co/Gaaz5CXUZW",Fri Mar 06 22:39:56 +0000 2020
1236058983913451522,@mediamolecule any update on VR yet? We so can't wait for this to happen 😀😀 #Amazing #DreamsPS4,Fri Mar 06 22:40:01 +0000 2020
1236059014649217029,"It's over now, Glory to God.... 

#gospelsingers #amazing #music #musiciansofinstagram#adoration #ayoandteo #woliarole #woliagba #topedittuesday #topealabi #femi #femisolar #damilolamikebamiloye #kunle… https://t.co/1UuyGqg06N",Fri Mar 06 22:40:08 +0000 2020
1236059093531422720,"RT @dennistheword: #AuthorUproar 
#inspiration 
#innerhealing
#WritingCommunity:
#writers
 #amazing  
#amreading 
#poetry
#JESUSPrayer 
#Bo…",Fri Mar 06 22:40:27 +0000 2020
1236059103656464384,"RT @dennistheword: #AuthorUproar 
#inspiration 
#WritingCommunity:
#writers
 #amazing  
#amreading 
#mustreads  
#spiritualawakening
#heali…",Fri Mar 06 22:40:29 +0000 2020
1236059131531931649,RT @rehaam_xo: Spring break has officially started and I have no exciting plans #thrilled,Fri Mar 06 22:40:36 +0000 2020
1236059425468600321,"RT @moranless: That got well rowdy 😯😬
Brilliant gig, even if the hideous green trousers did make a comeback! And he sang I've changed my pl…",Fri Mar 06 22:41:46 +0000 2020
1236059482645360640,"18% OFF - $3.99

 🎮 Gaming Triggers for Phone!

https://t.co/MYoa8vQNVR

#aliexpress #cheap #shopping #sale #deal #deals #offer #amazing #gaming #giveaway #love #xbox #gamers #gtx #fun #playstation #pubg #music #retrogaming #fortnite #android #ios #apple #google #games",Fri Mar 06 22:42:00 +0000 2020
1236059675570946048,Women's Lace Intimates Set #amazing #moda https://t.co/C8PrwntgGD https://t.co/sTIbyVLRTj,Fri Mar 06 22:42:46 +0000 2020
1236059844936970241,The nightcap🤔 #stillwaterartisanal #rhinestones&amp;sequins  #ipa #amazing #craftbeerporn #beerporn #brutipa  #brooklyn #usa #cheerstunt https://t.co/HelysIpvU6,Fri Mar 06 22:43:26 +0000 2020
1236059870278844424,"Did we mention we are now pouring Thatchers Haze and Gold! #excited #thatchershaze #thatchersgold #greatchoiceatriversidesbk #enjoythebestciderontapinnewport #thebestfoodonclarenceplace @ Newport, Wales https://t.co/fo1e0SWOHY",Fri Mar 06 22:43:32 +0000 2020
1236059896967319559,#amazing #instamood Women's Lace Design Pink Pajamas Set https://t.co/ckJAbXEaVb https://t.co/KTzBp60o81,Fri Mar 06 22:43:38 +0000 2020
1236059900364632064,"Try new things
.
.
Pretty darn good, try it!!!
.
.
#objects2desirestudio #awesome #donut  #donutchickensandwich #kfc #trynewthings #kentuckyfriedchicken #chickensandwich #amazing #objects2desire #prettydarngood… https://t.co/BXCoe8HnL6",Fri Mar 06 22:43:39 +0000 2020
1236060006006611968,RT @ImagesByJonEvan: Art for the Eyes! https://t.co/cLHkMqRb2J  #photography #photograph #artistry #decor #decorate #design #amazing #artlo…,Fri Mar 06 22:44:04 +0000 2020
1236060013812166660,NerissaSteward: #RT @PATRICIAMADER18: Easy tabletop access to surge-protected AC power outlets and USB charging ports  #tp #charger #amazing   https://t.co/o1xaAP2A29 https://t.co/QmB4t3sc6f,Fri Mar 06 22:44:06 +0000 2020
1236060190618701824,#amazing #music Children's Casual Cotton Socks https://t.co/bplKFnGQQw https://t.co/y2SfMPgSRb,Fri Mar 06 22:44:48 +0000 2020
1236060215595933696,RT @sammie_kitten51: FINALLY GOT MY CASHAPP CARD YAY🤑🥂🎉 $send me something to celebrate $alexreall #findom #finsub #excited https://t.co/K4…,Fri Mar 06 22:44:54 +0000 2020
1236060246877057025,"#Grateful for an #awesome week! Thank you to our #amazing #innovative SuccessFactors team 4their #creative and #innovative solutions, ensuring our customers and partners #success in their #HXM journeys. Have a great weekend everyone!! #gratitude #blessed #WIWHB",Fri Mar 06 22:45:02 +0000 2020
1236060310483673088,I'm a TwitterBot for @Sockwa Managed by @dzasloff RT @Pili_stage: RT @ImagesByJonEvan: Art for the Eyes! https://t.co/LZbFEA0xjB  #photography #photograph #artistry #decor #decorate #design #amazing #artlo…,Fri Mar 06 22:45:17 +0000 2020
1236060686406610945,"We are pushing 1,300 followers on twitch I am beyond amazed thank you all for the support #avf #Amazing #twitch https://t.co/mxO3DOLhj5",Fri Mar 06 22:46:47 +0000 2020
1236060873703243778,While we were waiting #umbreon wanted to take a picture with this #amazing @AmericanAir agent! She was so kind to be asked to take this picture for miss Kadie we had to share our support for amazing #CustomerExperience #allstar #employee https://t.co/43LyFbcytt,Fri Mar 06 22:47:31 +0000 2020
1236061010001383424,RT @CarithaMalmgren: #FF my fab friend @orianthi the most #amazing &amp; #talented #guitarist in the world 🌍 🙋:D #orianthi #rock #legend #inspi…,Fri Mar 06 22:48:04 +0000 2020
1236061252721360897,Congratulations @Sian_NP Amazing effort and very well deserved. #npmuchmore #20yearsnp #amazing,Fri Mar 06 22:49:02 +0000 2020
