id,tweets,created_at
1236046049732632576,RT @2soltee: Corona virus in South Africa? I hate men 😠,Fri Mar 06 21:48:37 +0000 2020
1236046176497160193,RT @nadiahmalik: can u secretly make me a video like this that make my heart flutter and cry like a baby 😠,Fri Mar 06 21:49:07 +0000 2020
1236046367904141314,"So I’m at work &amp; I looked at my watch. Customer walks up to me, says; “stop looking at your watch. Your shift just started didnt it?” Are you the watch fucking police?!? It’s none of your damn business when my shift starts or how often I look at my watch you fucking asshat! 😠 https://t.co/tk82K5UlGm",Fri Mar 06 21:49:53 +0000 2020
1236046373532897286,if me not ulting got7 is a hate crime then you not ulting svt is one too 😠,Fri Mar 06 21:49:54 +0000 2020
1236046378494648321,"My bed mates, always. 
L-R: Hand Banana (LOML), Czar Nicholas (yes, I named him. He use to be mine (long story) but he's now technically my parent's / family's), &amp; Remus Lupin (brother's). Czar and Lupin are brother from the same litter. I was there~

No. I don't make my bed. 😠 https://t.co/JOhbDZ9GbG",Fri Mar 06 21:49:55 +0000 2020
1236046424430628865,Get this James Charles shit off my timeline I could give less fucks about him  😠,Fri Mar 06 21:50:06 +0000 2020
1236046586830077955,@BBCWorld Serbs knew who they were dealing with mid 90’ ! 😠,Fri Mar 06 21:50:45 +0000 2020
1236046679037677568,"@CPHO_Canada has @WHO ties (like Dr McGeer @UHN) &amp; will NEVER acknowledge Chen et al.'s LANDMARK finding: 

#Wolbachia = #lymphoma &amp; ""should be further evaluated""

Some #Doctors of #cardiology, #coroners, #Ophthalmology or those w/ spouses in #radiology or #oncology PLAY DUMB. 😠 https://t.co/NmL6URJXru",Fri Mar 06 21:51:07 +0000 2020
1236046808679206913,@waldowns @PORTABLEAIRSYD And no doubt be out in two or three 😠,Fri Mar 06 21:51:38 +0000 2020
1236046917768888320,@sherlockstump i was ABOUT to fucking nap but i must call out bs when i see it 😠,Fri Mar 06 21:52:04 +0000 2020
1236047000535207936,"RT @DestinyParadigm: @TomTSEC Is this what you were aiming for in your support of Khadr? You did help Trudeau get re-elected 😠
#QuigginLIES",Fri Mar 06 21:52:24 +0000 2020
1236047216541863936,@w_terrence Terrance is MAD.. clapping.. he's mad 😠,Fri Mar 06 21:53:15 +0000 2020
1236047237769281537,@bootleghinata If he doesn’t go put that money back in his moms bag 😠,Fri Mar 06 21:53:20 +0000 2020
1236047273047572482,@rickathy227 @MequetH @DARogers2010 @RepHaleyStevens Did that give you tingles up n down your leg! 😠,Fri Mar 06 21:53:29 +0000 2020
1236047300729937926,@lockwoodx3 @briebriejoy @thehill Subliminal messaging. 😠,Fri Mar 06 21:53:35 +0000 2020
1236047414240382976,This guy has the empathy of a clump of mud. 😠,Fri Mar 06 21:54:02 +0000 2020
1236047572944531456,"@SimonMiller316 @UPS @UnderArmour I'm in the US. I work at a retail store that is now a ""UPS Access Point"". UPS doesn't feel like dropping off your package &amp; we're closest? We get it &amp; wait for you to show up angry and yell at us. Don't pick it up in a week? Goes back to UPS &amp; process repeats. I FEEL YOU. 😠",Fri Mar 06 21:54:40 +0000 2020
1236047590329851907,@xScarFoxx I am too broke to buy a fancy chair. I was looking at like pinup style stools and even those are expensive! 😠,Fri Mar 06 21:54:44 +0000 2020
1236047600488525824,"@thereal_truther How are they not being arrested and removed? this is harassment, they shouldn't have to put up with this 😠",Fri Mar 06 21:54:47 +0000 2020
1236047653626171396,I know I’m late to the party but JULIO’S DEAD 😫 STOP IT! My fave 🙁 Also fuck Tariq 😠 ALSO never thought I’d hear Jaykae on something like Power but go off,Fri Mar 06 21:54:59 +0000 2020
1236047841082163200,I haven’t cussed my boyfriend out in so long he must of forgot who the fuck I am 😠,Fri Mar 06 21:55:44 +0000 2020
1236047891594194944,RT @yerrrcaban: she know what she be doing 😠,Fri Mar 06 21:55:56 +0000 2020
1236048123467792385,Longer &amp; longer by the day 💢 https://t.co/XqeezyB4Bb,Fri Mar 06 21:56:51 +0000 2020
1236048219618107392,"RT @ZaidZamanHamid: Told you !! 
Where are the jackasses who were celebrating this ""agreement"" as their accomplishments? 😠 https://t.co/i10…",Fri Mar 06 21:57:14 +0000 2020
1236048296201916417,@gavinvcf I know how you feel mate 😠 also try supporting West Ham as well🙈. Well Valencia only have them selves to blame for not getting 3 points tonight. Sloppy goal for Alaves.,Fri Mar 06 21:57:33 +0000 2020
1236048322273701890,"RT @saiyanarmypride: 💢
      《The Pride of the Saiyan Army》
                         《N/SFW》
      《Open to shipping w/Chem》…",Fri Mar 06 21:57:39 +0000 2020
1236048332142907398,@lindadababe Yep. Not buying another cone 😠,Fri Mar 06 21:57:41 +0000 2020
1236048385917865985,"RT @destiangeI: fuck it. j2m as emojis.

                                😏
          😐                                      😠 https://t.co/…",Fri Mar 06 21:57:54 +0000 2020
1236048560640200705,i might not unfollow you BUT I WILL DEFINITELY MUTE YOU 😠,Fri Mar 06 21:58:36 +0000 2020
1236048651186835458,At the courthouse rn &amp; I’m disgusted by the dude 2 seats down digging in his brain switching it up using both hands 😠,Fri Mar 06 21:58:57 +0000 2020
1236048660762374144,Finding her hijab pins in the rug and almost being stabbed by them 😠,Fri Mar 06 21:59:00 +0000 2020
1236048708375994368,@alexi_thing the white ones stain everything though 😠,Fri Mar 06 21:59:11 +0000 2020
1236048863632535553,@elihasaknife Ur already my baby &amp; I am urs 😠,Fri Mar 06 21:59:48 +0000 2020
1236049050803113985,"I’m pissed, I just ordered a dress and I got the wrong color 😠 only me smhhh",Fri Mar 06 22:00:33 +0000 2020
1236049066267684866,"Fuck it 😠 

Y’all are half way there 👻

Let’s make that 5 Dollars 💥",Fri Mar 06 22:00:36 +0000 2020
1236049198035988480,@charlierachael Take me for that lunch for your birthday 😠,Fri Mar 06 22:01:08 +0000 2020
1236049244672462849,RT @_victoriaa19: @elihasaknife Ur already my baby &amp; I am urs 😠,Fri Mar 06 22:01:19 +0000 2020
1236049378596528138,"Last year I was battling winter in  oversea, this year  i'm fighting Abuja heat sent by Lucifer.☹️ . Maybe I will move over to Australia next year🤔
#Abuja #heatwave
#COVID19Lagos #OsinbajoTheFixer  #angry",Fri Mar 06 22:01:51 +0000 2020
1236049550122639361,"@aneles 😠

Sorry he went through that. Could you put us in touch?",Fri Mar 06 22:02:32 +0000 2020
1236049560398524416,i watched the Garbriel documentary &amp; i’m mad because i don’t see how nobody called the police and told them everything and why nobody went inside or demanded to see Gabriel like that’s really dumb asf 😠 i’m really mad 🤦🏾‍♀️🤦🏾‍♀️😤 they all need to be in jail truthfully 🤷🏾‍♀️,Fri Mar 06 22:02:34 +0000 2020
1236049637200388096,u must go 2 sleep.. count 3 if nt so u knw wht i hv to offer u somethin eat 😠,Fri Mar 06 22:02:52 +0000 2020
1236049765068128258,RT @lilbbyds: i miss that hoe and i hate it 😠,Fri Mar 06 22:03:23 +0000 2020
1236049824841117698,RT @georgieweare: This just got deleted of my IG I’ve got a serious hater on there 😠 why why 💔 https://t.co/sE9w5x0mbx,Fri Mar 06 22:03:37 +0000 2020
1236049970005807104,@Apheliosxxx Curvy teen riding https://t.co/HIcIbVP0bQ 😠 😃 😤 😓 [5 ]hELDj6 7,Fri Mar 06 22:04:12 +0000 2020
1236050203431575553,@Hamiieee The people that can't see it would now start laughing in the comments 😠,Fri Mar 06 22:05:07 +0000 2020
1236050230480642048,"Bro who are the people that leaked @uhhHadi's and @Uzi_Crystal's faces? Are y'all mentally damaged or something wtf? You really just made them sad and that's not fucking cool, I have so much respect for them and I'm so disappointed this happened. Smh. 😠",Fri Mar 06 22:05:14 +0000 2020
1236050334235217926,@Amberxo_bbw I feel like the past month has been that way for me. Very irritating 😠,Fri Mar 06 22:05:39 +0000 2020
1236050799668625408,@_courtneymckay Omg don’t wanna hear this 😠 ur a boss,Fri Mar 06 22:07:30 +0000 2020
1236050924398878720,"Listen up, @georgelopez. I’ve just about had enough of your shit at this point. Leave me the FUCK alone!! 😡😡😡😡😡 I don’t give a FLYING FUCK about what you think of anything I do. I’m not changing so you can PISS OFF, old man!!!! 😠",Fri Mar 06 22:07:59 +0000 2020
1236051038815346693,@nicole2dogs OMG that's awful ...some people are truly unbelievable 😠,Fri Mar 06 22:08:27 +0000 2020
1236051039423524867,"@OutOfOfficePod_ Here he is, the big man....
😠 Clumsy",Fri Mar 06 22:08:27 +0000 2020
1236051114799312898,"Now the #CoronavirusOutbreak has appeared in #ChathamCounty in NC. We got 2 cases of it in this state now, seriously WHY does the idiots in charge keep letting these people in this country? If you travel to an infected place you should be smart enough to NOT come back if sick! 😠",Fri Mar 06 22:08:45 +0000 2020
1236051307053617153,"@davidmackau @DeanObeidallah Because he has no empathy, and he’s a moron. 😠",Fri Mar 06 22:09:30 +0000 2020
1236051372325376005,RT @Malikski42: @AB84 @Primetime_jet Don't start pulling him into the BS 😠,Fri Mar 06 22:09:46 +0000 2020
1236051394093674496,So a kid called me a fucking bitch today. Milestone! 😠,Fri Mar 06 22:09:51 +0000 2020
1236051491208728579,"Absolutely sickening 😠
There's also talk of Nazis from Germany and other countries rallying to  head down to Greece to ""lend a hand"" 👿👿",Fri Mar 06 22:10:14 +0000 2020
1236051884781096960,RT @SpicyDemocrat: @realDonaldTrump You Iie! 😠,Fri Mar 06 22:11:48 +0000 2020
1236051993988345857,@fred_guttenberg @RepKenBuck Poster child on why we need gun control. Jerks like Buck cannot be trusted with dangerous weapons. Take his gun away. He is threatening people. Irresponsible 😠,Fri Mar 06 22:12:14 +0000 2020
1236052336897912838,"RT @DailyFlik: Boomtastic
DailyHottie

#MustFollow 

@adilando 💢
@stetson001 💢
@kokoroco25 💢
@worldclas_babes 💢
@irinagomez60 💢
@tthumb9090…",Fri Mar 06 22:13:36 +0000 2020
1236052435304681472,This tour hasn’t even started and it’s already a shit show! So not impressed!!! #Pissed,Fri Mar 06 22:13:59 +0000 2020
1236052481546821632,"What I'm more upset about than losing a close game is the behaviour of some fans at the end of the game trying to fight each other, grow up &amp; if you want to act like idiots go do it elsewhere. We dont want you in our game. Hope both clubs got them on camera &amp; sort them out 😠",Fri Mar 06 22:14:11 +0000 2020
1236052552547958790,@TessaDuvall @joesonka @RandPaul should visit the patient to offer thoughts and prayers. 😠,Fri Mar 06 22:14:27 +0000 2020
1236052574882729986,@basquiaaat What the fuck did you just say about my hair? 😠,Fri Mar 06 22:14:33 +0000 2020
1236052593153056769,RT @dxisyt: Decided to hop on the trend #safaerachallege  @sanbenito notice me bby 😠 https://t.co/OzYn6kpo9U,Fri Mar 06 22:14:37 +0000 2020
1236052777153019906,"@ShukiAi That’s such a beautiful story! 💖💫 
I agree you have to always be cautious but thinking that is “wrong” meet people of different ages makes me so angry!! 😠",Fri Mar 06 22:15:21 +0000 2020
1236052797381959680,"RT @Shemale_Catfish: My bank decided to charge me a $12 hidden fee this month 😠

But daily inconveniences for me are reimbursement opportun…",Fri Mar 06 22:15:26 +0000 2020
1236052901472108544,"@lucasfrenzie He deserves 316 strokes of koboko before they sack him. That guy is the most useless of all 😠
#Chivia 
#UltimateLoveNG",Fri Mar 06 22:15:51 +0000 2020
1236052916034834432,"@Valac666 Over a retweet about a piece of shit who raped a young girl in a public pool in the UK...😠
The dad calls police, they won't arrest the goat fucker, and end up arresting the dad in front of his child 😠
Got a warning, will be terminated next time
Gonna miss me? 😝",Fri Mar 06 22:15:54 +0000 2020
1236053088336830464,Percy...fuck off to cuntsville! 😠 #thegreenmile,Fri Mar 06 22:16:35 +0000 2020
1236053152702611456,Why isn’t my husband answering the phone 😠,Fri Mar 06 22:16:51 +0000 2020
1236053172684288001,"@jussie_james Alright this one shitty trend that's 🤮🤮🤮
Fake shits everywhere 😠",Fri Mar 06 22:16:55 +0000 2020
1236053173976121344,"RT @AmbassadorAries: I wasn’t quite ready to leave the park, so I gave to my Mom a look of disapproval. #angry #MondayVibes #catsofinstagra…",Fri Mar 06 22:16:56 +0000 2020
1236053181655900162,@petrasovdat @Pika_So never break the character 😠,Fri Mar 06 22:16:57 +0000 2020
1236053343425921029,@charliekirk11 Romney is a Dem. He needs to go! 😠,Fri Mar 06 22:17:36 +0000 2020
1236053378393833472,"My general mood this week 😒 #selfportrait #infinitepainter #digitalart #angry
https://t.co/s2UIowFm3x",Fri Mar 06 22:17:44 +0000 2020
1236053399583539205,@greggutfeld I keep missing the Five at 5 😠,Fri Mar 06 22:17:49 +0000 2020
1236053418067836929,@_jjunni Im not. Ur babie and thats it 💕Dont fight me 😠 https://t.co/l5CKVp8VTj,Fri Mar 06 22:17:54 +0000 2020
1236053558887190529,"RT @LotusOak2: The bill #HB1090 passed 54-Y vs 44-N
😠

https://t.co/kmrkYTtf1y",Fri Mar 06 22:18:27 +0000 2020
1236053558782541825,This is disrespectful to the Turkish soldier 😠  #fenerbahceyıkılmaz #askerimizinyanındayız #İdlip,Fri Mar 06 22:18:27 +0000 2020
1236053561273921537,It’s funny the same lady who cancelled my grooming appts in July for being 15 minutes late is 18 minutes late and Sadie and Taylor can’t be groomed until she gets here 😠,Fri Mar 06 22:18:28 +0000 2020
1236053621483229184,@phiala I bet you spell supersede with a c. 😠,Fri Mar 06 22:18:42 +0000 2020
1236053642337062912,now i know how louis feels when we call him a smol baby thank you @hsfl94 😠,Fri Mar 06 22:18:47 +0000 2020
1236053649278763011,@mjjmoons @jungkookiesbff @cryingNsmiling no shutup 😠,Fri Mar 06 22:18:49 +0000 2020
1236053693008498688,I’m still sad over what Zara said to Marjan 😠,Fri Mar 06 22:18:59 +0000 2020
1236053772352270336,I need a thread of Joon being yoongis baby 😠,Fri Mar 06 22:19:18 +0000 2020
1236053774629732354,@abrarcadabra_ @waterrbender Hey why you laffin’ and cryin’ wid Cat’s face? Give her her face back. Meanie. 😠,Fri Mar 06 22:19:19 +0000 2020
1236053861896515584,"@lpmitchellrtr Hopefully all socialists / communists go down‼️
We don't need them 😠",Fri Mar 06 22:19:40 +0000 2020
1236053886953304064,"I'M ASSASSINATING EVERY ONE 😠 come chill and watch me sneak around these fools in Assassins Creed Syndicate! 

https://t.co/5pmHR9c0km

#SmallStreamersConnect #twitchstreamer @TwitchReTweets @TwitchSIE https://t.co/lSHeQJaiky",Fri Mar 06 22:19:46 +0000 2020
1236053972403785728,"This is exactly what happens when you start introducing these things, they always change from what they started out to be. 😠 

‘I Am Asking for Help, Not Death!’: Dutch Mental Health Patient Angry Over Euthanasia Offer
https://t.co/Kl0QrUEfRv",Fri Mar 06 22:20:06 +0000 2020
1236053981060886528,"RT @Stubarb1: My general mood this week 😒 #selfportrait #infinitepainter #digitalart #angry
https://t.co/s2UIowFm3x",Fri Mar 06 22:20:08 +0000 2020
1236053991123046408,RT @DilwaleSRKS: This is disrespectful to the Turkish soldier 😠  #fenerbahceyıkılmaz #askerimizinyanındayız #İdlip,Fri Mar 06 22:20:10 +0000 2020
1236054162305175554,why tf mn clinics don’t got nurses like these 😡,Fri Mar 06 22:20:51 +0000 2020
1236054183796715529,"RT @Vergissmeinich1: @lpmitchellrtr Hopefully all socialists / communists go down‼️
We don't need them 😠",Fri Mar 06 22:20:56 +0000 2020
1236054334711963648,@mil_ops @SL_OKC It's Coronavirus not a Zombie Apocalypse! 😠,Fri Mar 06 22:21:32 +0000 2020
1236054337958313984,RT @ZayraeM: HxH &amp; naruto !!! 😩😩😩 @NaiyannaM my sister has yet to watch neither rage scene yet 😠,Fri Mar 06 22:21:33 +0000 2020
1236054422699966464,@sluttyx1 Using both hands https://t.co/xqBAQpLmeA 😠 🏂 😦 😶 [5 ]X1FbIm F,Fri Mar 06 22:21:53 +0000 2020
1236054460830531584,@finepearIs EXACTLY LIKE CHERRY IS N O T A SKIP FUCK OFF 😠,Fri Mar 06 22:22:02 +0000 2020
1236054487430836229,"Our Results from tonights @TheVFL_ PL &amp; EL games!
Good Games besides of a sloppy EL game 😠

🏆 Premier League
🆚 Stoke City
✅ 1-0
⚽️ PocketValleyGuy

🏆 Premier League
🆚 Tottenham
✅ 2-0
⚽️ @Jamieski001 
⚽️ @xMovinho_ 

🏆 Europa League 
🆚 Torino
❌ 1-2
⚽️ @xMovinho_ https://t.co/cKSIjshNCt",Fri Mar 06 22:22:09 +0000 2020
1236054508301582344,"RT @MirziSays: #خان_گروپ

Friday
10:30 P:M

⁦🅰️⁩@Its_Attakha
⁦🅰️⁩@IfbAyi
⁦🅰️⁩@Dil_81
💢
@MirziSays
@saif143sb
@R_Q848
@ShahidK__
@jamillBalo…",Fri Mar 06 22:22:14 +0000 2020
1236054508725325825,"RT @cddrifty: I'M ASSASSINATING EVERY ONE 😠 come chill and watch me sneak around these fools in Assassins Creed Syndicate! 

https://t.co/5…",Fri Mar 06 22:22:14 +0000 2020
1236054577092456451,@Skittles @skeppyextra GIVE ME SKITTLES 😠,Fri Mar 06 22:22:30 +0000 2020
1236054582410780673,@4AMTRIVIA stop thinking about it and sleep 😠,Fri Mar 06 22:22:31 +0000 2020
1236054611821096961,"RT @BOSSNEMl: who are                 i'm you but 
  you??                     stronger 😠 https://t.co/M1sMKaMZ0l",Fri Mar 06 22:22:38 +0000 2020
1236054823180484609,"“2 means I'm hitting on you” 
“1 means you're hit on... By me”

Listen. It's cheesy, okay. But, can't lie my heart is palpitating. Lmfao sarawat 😠

#คั่นกูEP3 #2getherTheSeries https://t.co/s32m02ZoZp",Fri Mar 06 22:23:29 +0000 2020
1236055007532855304,Why can’t I send GIF’s through iMessage sometimes 😠,Fri Mar 06 22:24:13 +0000 2020
1236055166564159488,RT @charley_yorks: @DavidB45212563 @SRTRC_England I guess it's Show (Some) Racism the Red Card. 😠,Fri Mar 06 22:24:51 +0000 2020
1236055235568730112,"@CertifiedLeggy What are you gonna say, Kai 😠",Fri Mar 06 22:25:07 +0000 2020
1236055236537704452,@SamReece What the actual fuck 😠 hope you reported this 😡 vile!!,Fri Mar 06 22:25:07 +0000 2020
1236055261745270784,@JustAnothrLefty @gedkearney Simply offensive 😠,Fri Mar 06 22:25:13 +0000 2020
1236055325054324736,"@tgradous @aaronscolen @theblaze HUH?? She treated patients who have COVID-19 without a mask. Now she's has symptoms of COVID-19..So she makes a royal STINK because the CDC can't give her a silly TEST to see if it's COVID-19 when COMMON SENSE would tell her IT IS,so stay home,drink fluids &amp; shut the heck up! 😠",Fri Mar 06 22:25:28 +0000 2020
1236055340355067906,That to !!!!! Yo that Shit pisses me off 😡,Fri Mar 06 22:25:32 +0000 2020
1236055349142138881,"@3ufo3 Also, who the heck is “Daenerys”?! 😠",Fri Mar 06 22:25:34 +0000 2020
1236055409099706368,"RT @LSO_786: #خان_گروپ

🌌 Night List 🌃

⁦🅰️⁩@Its_Attakha
⁦🅰️⁩@IfbAyi
⁦🅰️⁩@Dil_81
💢
@MirziSays
@saif143sb
@R_Q848
@ShahidK__
@jamillBaloch
@…",Fri Mar 06 22:25:48 +0000 2020
1236055798628986880,bad bunny knows what he doin w that video 😠,Fri Mar 06 22:27:21 +0000 2020
1236055814357618690,"RT @AmplifyDot: To write #OUTRAGED I spent the last two years of my life meeting internet villains, vigilantes and even... Katie Hopkins.…",Fri Mar 06 22:27:25 +0000 2020
1236055940388007937,Do I even need to comment on this? It`s self-explanatory 😠,Fri Mar 06 22:27:55 +0000 2020
1236056070981849089,"RT @VFLPalacePS4: Our Results from tonights @TheVFL_ PL &amp; EL games!
Good Games besides of a sloppy EL game 😠

🏆 Premier League
🆚 Stoke City…",Fri Mar 06 22:28:26 +0000 2020
1236056073855029253,@HenryN2020 @SusanIverach @DGurL12345 @VANurse1212 @leighforusa1 @SealeyGerald @Elissa0100 @millsap_timothy @AngelWarrior321 @stlpcs @PennyleIFB @RedWolfe45 @GGlocksX @killabeas69 @gagirlxo @CeeBeesHeart @KAGRevolution @cmccbyfaith @starkrob21 @Longhorns4T @sianetta @EYEFOLLOWHIM @pokergod12345 @CathleenVets @TMzedg @SweetKat111 @MeltingInMarana @BBoopsieUSA @Ih8uJ @JordynTrump1 @Harleyluv @highmilage57 @Nick_Trump7 @KiltyJeremy @brooke_ruthann @YC727USA @WatrDi @Ginalolaknits @Ytweek1 @rebrokerjoe @MichaelPaulhei2 @Dilligaff1962 @Christophercsa6 @McMurcher44 @JesseBaggett @ItoniLl @Bigbillshater @RainBadass What do you mean you are finishing with me 😠,Fri Mar 06 22:28:27 +0000 2020
1236056232726679552,"RT @Aruwba: The driver is so cheeky! 😠

Want to see what happens next? 
RT 😽 https://t.co/FPi1jbJLVd",Fri Mar 06 22:29:05 +0000 2020
1236056470682140673,im gonna go home and WRITE tonight 😠 im GONNA !!!,Fri Mar 06 22:30:02 +0000 2020
